,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
37953,30010084,spacious 2 br crown heights,15823232,nicolas,1,crown heights,40.67812,-73.94618,0,129,3,30,3.96,3,81
37956,30010913,minimalist apartment greenpoint williamsburg,67958710,felipe,1,greenpoint,40.72424,-73.94984,0,100,6,0,0.0,1,0
37958,30011527,cozy duplex studio 1 minute subway,222236294,kieu&jimmy,1,bedford-stuyvesant,40.68942,-73.95455,0,160,2,33,4.65,1,246
37960,30012632,lovely bedroom prime williamsburg,87167456,hernan,1,greenpoint,40.71942,-73.95011,1,75,4,2,0.26,1,0
37961,30013028,beautiful bohochic bedroom private bathroom,225593905,elyse,1,bushwick,40.69285,-73.92085,1,79,3,0,0.0,1,24
37962,30013315,new bedroom nice apartment,19797950,shepherd,1,gowanus,40.66736,-73.99467,1,53,1,0,0.0,3,317
37963,30013811,alexander,224711439,s xander,2,inwood,40.86414,-73.92537,1,50,3,1,0.16,1,0
37964,30014004,modern brooklyn condo,394891,ray,1,crown heights,40.67826,-73.96379,0,200,4,2,0.25,1,8
37966,30014743,cute quiet 1br east village,4817341,lauren,2,east village,40.7288,-73.98058,0,200,2,6,0.95,1,7
37967,30014866,dadukes giza,139879568,alberto,3,long island city,40.76538,-73.93882,1,85,1,18,2.5,6,363
37968,30015529,quiet sunfilled 1br williamsburg apt,53444504,harvey,1,williamsburg,40.71633,-73.94138,0,200,1,5,0.66,1,0
37969,30015658,private spacious les bedroom,220601248,nora,2,lower east side,40.71752,-73.98887,1,75,2,24,3.14,2,7
37970,30015731,1 bedroom spacious cozy uws apartment,43043667,dina,2,upper west side,40.78105,-73.97633,0,249,2,13,1.82,1,0
37972,30016740,cozy yogi crash pad,224637257,shep,1,flatbush,40.64491,-73.9573,1,55,2,17,2.31,2,142
37973,30017676,korea food town affordable price ideal 1or2,162496355,chanhee,3,flushing,40.76531,-73.8138,1,43,2,6,0.8,1,0
37974,30017757,next central park,2653479,brian,2,upper west side,40.79505,-73.96382,1,90,2,2,0.59,4,43
37975,30018448,lovely room quiet area waiting,173287467,sonali,3,college point,40.79469,-73.84544,1,50,5,0,0.0,1,0
37976,30018456,comfortable private room flatbush,72015600,xaxa,1,flatbush,40.64664,-73.95486,1,60,1,3,0.48,1,0
37977,30018946,best view brooklyn private modern penthouse,14482375,lara & david,1,greenpoint,40.72074,-73.94371,0,95,3,0,0.0,3,0
37979,30019511,hard find entire private floor 2 baths,17022165,jess,2,lower east side,40.72042,-73.98414,1,159,2,29,4.39,1,209
37980,30019535,newyork downtown aloft,38216858,silver,2,financial district,40.70772,-74.01489,1,220,1,1,0.6,4,365
37981,30020090,large chic uptown nyc apartment,225646557,mike,2,washington heights,40.83901,-73.93802,0,199,2,18,2.56,1,171
37984,30020930,romantic upper east side studio,183924446,rose,2,upper east side,40.77064,-73.95124,0,150,3,11,1.56,1,49
37985,30021086,room cosy appartment midtown grand central,92963604,barthelemy,2,midtown,40.75638,-73.9675,1,100,3,6,0.85,1,45
37986,30021315,central park studio,88161763,bethlehem,2,upper west side,40.79672,-73.96169,0,150,2,29,3.97,1,11
37987,30021600,tasteful bright studio loft historic brownstone,225655167,david,1,bedford-stuyvesant,40.6887,-73.92742,0,150,5,3,0.46,1,24
37988,30021914,pelham gardens entire home newly built,153817,sadio,0,pelham gardens,40.86279,-73.83947,0,87,2,26,3.42,1,7
37989,30023607,sunny bedroom view east villagelesnyc,29217011,eb,2,lower east side,40.72122,-73.98652,1,85,4,2,0.28,1,0
37990,30027892,stunning garden apartment prospect heights,91851098,matthew,1,prospect heights,40.67786,-73.97029,0,110,2,5,0.89,1,0
37991,30029651,home away home,115741895,damian,3,st. albans,40.7008,-73.75121,1,70,2,3,0.4,2,186
37992,30029831,classic comfort private suite heights,8556404,chris,2,washington heights,40.85229,-73.9394,1,97,2,0,0.0,1,365
37997,30033478,invincible river view central park north,225724159,co,2,harlem,40.81857,-73.9557,1,59,1,2,0.36,1,0
37998,30034070,private patio studio,211549023,studioplus,2,midtown,40.74687,-73.98836,0,220,2,8,1.48,13,315
37999,30034260,bright ultimate view balcony roof access,225730907,theo,1,bushwick,40.69936,-73.9242,0,170,2,36,5.24,1,191
38001,30035973,astorias tranquil home away home,160493366,kat,3,ditmars steinway,40.76992,-73.89719,0,62,5,3,0.76,1,6
38002,30036315,room williamburg bk,120939023,maria fernanda,1,williamsburg,40.71837,-73.95882,1,99,2,9,1.16,2,46
38003,30036390,luxury living condo,225620845,maria,1,sheepshead bay,40.58403,-73.95692,0,180,3,4,0.63,3,156
38004,30036783,bright spacious 2 bed apartment,225748084,kimberley,1,crown heights,40.67726,-73.95573,0,140,7,0,0.0,1,0
38005,30037000,calm apartment brooklyn,3297399,adero,1,east flatbush,40.64391,-73.94833,0,57,1,6,0.8,1,0
38006,30037339,luxury living condo 2 bdr,225620845,maria,1,sheepshead bay,40.58496,-73.95739,0,250,3,4,0.62,3,360
38007,30037892,private room beautiful apartment west village,23020619,lorenzo,2,west village,40.73444,-74.00562,1,190,2,4,0.53,2,0
38008,30037932,loft room exclusive area near free ferry,183625602,leslie,4,tompkinsville,40.62917,-74.08619,0,120,3,15,1.92,1,166
38009,30038038,large loft times square apartment,39770685,mike,2,hell's kitchen,40.75551,-73.99236,0,300,4,8,1.06,1,7
38010,30038130,manhattan penthouse,213781715,anting,2,noho,40.72865,-73.99148,0,179,1,0,0.0,33,179
38011,30038208,lux top loc entry guest suite 1brspabathlv,225706084,mikki & doni,1,prospect-lefferts gardens,40.65786,-73.95813,0,135,2,29,4.01,1,80
38012,30038245,spacious room heart harlem,6480134,johanna,2,harlem,40.82414,-73.93912,1,60,4,11,1.53,2,161
38013,30038280,cozy clean 1 bedroom apartment,22749087,marie,2,east village,40.72514,-73.98504,0,175,3,7,0.9,1,110
38015,30038438,manhattan home,213781715,anting,1,greenpoint,40.73278,-73.95368,1,119,1,0,0.0,33,180
38016,30039638,airy bright 1 bedroom apt brooklyn,75224005,michael,1,windsor terrace,40.65696,-73.97942,0,130,7,1,1.0,1,11
38017,30040019,private boutique one bedroom,2021640,lina,2,upper east side,40.77717,-73.95404,0,182,2,28,3.85,1,64
38018,30040977,cozy two room studio upper east side nyc,48860816,christina,2,upper east side,40.77487,-73.95654,0,123,1,0,0.0,1,0
38019,30041344,harlem 5th avenue room,19531024,emmanuel,2,harlem,40.80877,-73.94122,1,100,2,0,0.0,2,0
38020,30041537,home sweet home welcome friends,224315550,leonardo,1,williamsburg,40.70956,-73.96552,1,90,2,39,5.37,2,78
38021,30041554,huge apartment harlem 5th av,19531024,emmanuel,2,harlem,40.80945,-73.94183,0,175,3,1,0.16,2,46
38022,30043083,home away home lodging 1 1 bed 1 guest,225790094,vena,1,east flatbush,40.65129,-73.92696,1,35,1,10,1.32,3,83
38023,30043303,cosy entire apartment great location,22826759,fuchsia,1,greenpoint,40.72051,-73.95464,0,103,3,3,0.46,1,11
38024,30043557,relaxing private bedroom,225454310,tosin,3,far rockaway,40.59802,-73.75497,1,70,1,12,1.69,4,361
38025,30043754,spacious bedroom midtown east manhattan,2559403,belen,2,midtown,40.75959,-73.97084,1,100,3,1,0.16,1,0
38026,30043809,comfy private bedroom,225454310,tosin,3,far rockaway,40.59836,-73.75555,1,50,1,12,1.55,4,363
38027,30043966,beautiful bedstuy brownstone tree line block,133723890,elle,1,bedford-stuyvesant,40.6871,-73.92449,0,125,3,20,2.58,1,339
38028,30045214,room cozy exposed brick apt huge balcony,33235360,guy,1,williamsburg,40.70903,-73.94416,1,60,2,14,1.89,2,14
38029,30045461,boho bungalow harlem,67658340,caitlyn,2,harlem,40.81691,-73.94124,1,70,2,17,2.44,1,27
38033,30046332,private room heart downtown nyc,11718279,annette,2,financial district,40.70815,-74.00513,1,115,2,4,0.55,1,177
38034,30046359,ultimate dumbo pad 1 large bedroomsleeps 4,26603179,gal,1,dumbo,40.7034,-73.98544,0,219,3,16,2.5,1,332
38035,30046573,cheery chelsea charmer best location,3896863,susanna and ricki,2,chelsea,40.74164,-73.99656,0,250,3,18,3.44,1,51
38036,30046737,rich homeminutes jfk 30min city,225813251,latasha,3,st. albans,40.6968,-73.76592,0,135,1,69,10.67,1,158
38037,30047100,big brownstone apartment prime williamsburg,22588056,amy,1,williamsburg,40.71323,-73.96319,0,90,7,1,0.16,1,0
38038,30047357,beautiful cozy room house,204906313,iryna,1,sheepshead bay,40.59021,-73.948,1,55,1,45,5.74,3,83
38039,30047371,home away home 25 mins time square,59240650,angely,2,inwood,40.8597,-73.92748,1,75,2,5,0.66,1,0
38041,30048506,beautiful 3 bed 2bath 5min jfk resorts casino,44682387,sky,3,jamaica,40.67196,-73.77821,0,155,1,59,7.6,2,287
38042,30048716,come live in brooklyn,225749624,jonathan,1,bedford-stuyvesant,40.69233,-73.94366,1,70,1,1,0.14,1,0
38043,30049755,bright spacious comfortable open view,5326571,ines,3,ditmars steinway,40.77751,-73.90956,1,85,2,2,0.29,2,278
38044,30049817,modern manhattan apartment,140830391,jay,2,inwood,40.86159,-73.92686,1,60,1,15,2.01,9,89
38045,30057248,beautiful private bedroom rent bushwick,221645033,afrah,1,bushwick,40.70094,-73.91992,1,59,1,1,0.75,5,148
38046,30057380,brooklyn bed breakfast next prospect park,14022130,farah,1,prospect-lefferts gardens,40.65646,-73.95229,0,115,2,1,0.15,1,0
38047,30058948,k,225889604,fiona,3,flushing,40.76345,-73.828,1,73,1,5,1.17,5,87
38048,30059270,beautiful 1 bedroom ridgewoods heart,225891200,judit,3,ridgewood,40.70947,-73.90039,1,75,2,0,0.0,1,0
38049,30059328,two blocks washington square park,41194120,melissa,2,greenwich village,40.72978,-73.99982,0,275,1,4,0.61,1,0
38050,30059491,cozy brooklyn nook,46093850,caroline,1,bedford-stuyvesant,40.68137,-73.95714,1,100,1,2,0.26,1,311
38051,30059579,night away,157093664,zulema,3,st. albans,40.69866,-73.76759,1,59,1,0,0.0,2,365
38052,30060150,private room trendy neighborhood,129902279,catalina,1,sunset park,40.65977,-73.99087,1,40,8,7,0.96,1,66
38053,30060474,largest high ceiling furnished room bushwick,29765186,raoul&nats,1,bedford-stuyvesant,40.6972,-73.93613,1,75,2,6,0.86,1,84
38054,30060926,3bdrm cozy attic 15 mins jfk belmont track,160940380,adeola,3,st. albans,40.69869,-73.749,0,250,3,4,0.63,3,348
38055,30062210,cozy four twenty friendly bedroom brooklyn,225913497,mamadou,1,bedford-stuyvesant,40.67966,-73.90755,1,28,3,1,0.16,1,0
38056,30062344,peaceful greenpoint sanctuary,49290775,wira,1,greenpoint,40.73561,-73.95873,0,150,3,3,0.48,1,42
38057,30062477,female shared room 30 minutes times square,172369331,abby,1,sheepshead bay,40.59823,-73.95909,2,30,2,5,0.66,10,0
38058,30062478,chelsea hudson yards highline adorable apartment,225913271,kristie,2,chelsea,40.7507,-74.00261,0,170,3,6,0.84,1,170
38059,30062776,center flushing queens near sheraton hotel,169472089,betty,3,flushing,40.76079,-73.83387,1,90,3,1,0.16,2,90
38060,30063499,large room w private bath 10 mins main st,188575380,nina,3,flushing,40.76068,-73.82233,1,66,2,19,2.73,1,312
38062,30063808,williamsburg fullfloor vintage loft,16072607,matthew,1,williamsburg,40.70901,-73.9676,0,300,4,2,0.32,1,161
38063,30064021,modern harlem,225926055,stacie,2,harlem,40.82199,-73.95632,0,120,5,1,0.16,1,0
38064,30064378,entire 1 bedroom apt heart astoria,148298029,jennifer,3,astoria,40.76529,-73.91137,0,103,5,1,0.16,1,0
38065,30064760,spacious sunny bedroom bushwickridgewood,12625398,marcela,3,ridgewood,40.70581,-73.90978,1,43,2,4,0.55,1,0
38066,30064922,luxury bay ridge rentals,225930875,emad,1,bay ridge,40.62951,-74.02319,0,165,7,0,0.0,1,126
38067,30065004,charles chillspot 2guests min per stay,225933854,charles,3,briarwood,40.70742,-73.81345,0,55,1,11,1.42,1,40
38068,30065027,peaceful stylish oasis west village,16403250,alberto,2,west village,40.73334,-74.00098,0,240,4,18,4.19,1,24
38069,30065172,bedroom cosy apt williamsburg brooklyn,49546136,victoire,1,williamsburg,40.71235,-73.95764,1,79,4,0,0.0,1,0
38070,30065616,bright room next subway 15 mins nyc,737641,sasha,1,bushwick,40.69874,-73.93589,1,50,2,30,3.98,1,0
38071,30065947,comfortable room private entrance,4460107,julia,1,greenpoint,40.72745,-73.9483,0,85,3,4,0.53,1,0
38072,30066243,room heart harlem,225942423,zainab,2,harlem,40.80652,-73.94937,1,68,1,33,4.25,1,19
38074,30066865,lovely new renovation stylish apartment 2 floor,212147885,alisa,1,cypress hills,40.6765,-73.9063,0,150,3,9,1.27,2,179
38075,30067029,upper east side manhattan,151300770,joe,2,upper east side,40.77829,-73.95093,1,150,5,5,0.66,4,272
38076,30067209,,222054756,dora,3,rego park,40.72637,-73.86829,1,60,3,1,0.16,1,89
38079,30067603,comfortable jazzy netflix,45835291,shareef,2,harlem,40.82411,-73.95441,1,47,8,31,4.04,6,270
38080,30067767,upper east side nyc,151300770,joe,2,upper east side,40.77954,-73.95127,1,150,5,5,0.79,4,267
38081,30068066,manhattan new york city,151300770,joe,2,upper east side,40.78006,-73.95046,1,150,5,7,0.96,4,293
38082,30068829,midtown west sunny queen room,224414117,gabriel,2,hell's kitchen,40.75659,-73.99988,1,179,1,27,3.45,30,327
38083,30069021,midtown west cozy double double room,224414117,gabriel,2,hell's kitchen,40.75753,-73.99701,1,199,1,25,3.21,30,324
38085,30069635,chic spacious private home away home,101367917,colleen,3,astoria,40.76589,-73.92259,1,150,2,4,0.55,1,0
38086,30070126,prime renovated 11 apartment upper east side,4968673,sean,2,upper east side,40.76831,-73.95929,0,200,5,2,0.68,1,71
38088,30071646,bright spacious brooklyn room living room,38250051,carrie,1,sunset park,40.65978,-73.99406,1,50,3,3,0.43,1,0
38089,30071822,entire private 1 bdrm 1 bath 1000 sqft backyard,24864537,jocelyn,1,prospect-lefferts gardens,40.65985,-73.94985,0,100,3,10,1.32,1,25
38090,30071866,brooklyn based 1 bedroom apartment,22723123,maximilian,1,downtown brooklyn,40.69115,-73.98466,0,99,3,1,0.41,1,31
38091,30071905,amazing central park apartment close everything,78325795,bozhena,2,harlem,40.80616,-73.95007,0,269,1,29,3.88,3,1
38093,30077994,gem bnb cozy comfort 3 br house near jfk,221764359,graham,3,springfield gardens,40.66635,-73.76622,0,300,1,5,0.66,1,154
38094,30081034,greenpoint brooklyn,226035811,samantha,1,greenpoint,40.72778,-73.94781,1,200,7,0,0.0,1,0
38095,30081150,huge private bedroom manhattan washington heights,3421779,kfir,2,washington heights,40.83856,-73.94186,1,109,1,2,0.29,1,270
38096,30082832,cozy 2bd parlor level w deck apt brooklyn,226048286,denise,1,clinton hill,40.69415,-73.96581,0,250,2,30,5.29,1,274
38097,30082958,nycgreatvaluestepsfromtrainqueentempurpedicbed,73183897,michael,4,dongan hills,40.58415,-74.10503,0,70,3,14,1.81,1,51
38098,30084221,live heart east village manhatan,44642799,judith,2,east village,40.72818,-73.98075,0,225,3,2,0.31,1,0
38099,30084269,private large bedroom brooklyn,12171344,marta,1,crown heights,40.66655,-73.95005,1,85,2,7,0.99,2,27
38100,30084665,fuhgettaboutit hidden feeshboshowtime1 guest,37401126,leah,1,east flatbush,40.64251,-73.93926,1,50,2,32,4.47,4,358
38102,30085665,k,225889604,fiona,3,flushing,40.76506,-73.82757,1,65,1,3,0.42,5,85
38103,30085711,elegant park slope 1b steps barclays,114043000,jeff,1,park slope,40.67989,-73.97922,1,120,2,12,1.57,1,89
38104,30085865,cozy 1 bedroom apartment fort greene,75479604,alyssa,1,fort greene,40.69473,-73.97225,0,175,1,1,0.16,2,0
38105,30086057,spacious room prime williamsburg nyc,5179523,max,1,williamsburg,40.71027,-73.95293,1,75,1,0,0.0,3,43
38107,30086617,4person apartment upper east sideeast harlem,187567357,tim,2,east harlem,40.7947,-73.94115,0,160,1,0,0.0,1,0
38108,30086862,light massive sanctuary,224637257,shep,1,flatbush,40.64544,-73.95731,1,95,2,3,0.4,2,180
38110,30087397,beautiful cozy space,35319788,kiran,2,upper west side,40.80052,-73.9706,1,100,2,8,1.06,1,0
38111,30088291,room sunny prime williamsburg pad,218511630,carlos,1,williamsburg,40.71465,-73.95499,1,75,2,11,1.9,3,0
38112,30088310,private bedroom quintessential uws apartment,2723489,leslie,2,upper west side,40.80055,-73.96876,1,80,2,3,0.42,1,0
38113,30088327,lower east side luxury one bedroom apartment,75404627,nadia,2,lower east side,40.71022,-73.99163,0,195,3,14,1.93,1,158
38114,30088359,spacious studio across morningside park,10842596,ruth,2,morningside heights,40.80218,-73.95904,0,100,1,24,3.09,1,1
38115,30088906,safe sound studio big apple,226088610,cynthia,2,upper east side,40.76812,-73.95093,0,150,7,0,0.0,1,365
38116,30089134,nyc house rent,225616368,jafor,3,woodside,40.74217,-73.90218,0,136,2,17,2.25,1,348
38117,30089412,private 2 bedroom apartment outdoor space,156481014,nyesha,1,clinton hill,40.6819,-73.96007,0,250,2,16,2.18,1,78
38118,30089600,spacious apt charm character,113569564,talia,0,riverdale,40.88511,-73.90831,0,175,3,5,0.77,1,0
38119,30089810,private room beautiful 3000 sq ft loft,14413778,allegra,2,nolita,40.72192,-73.99418,1,307,3,1,0.13,2,363
38121,30090198,entire onebedrm apartment cozy chic spacious,17617821,julie,1,crown heights,40.67775,-73.94913,0,99,4,5,0.77,1,23
38123,30091313,k,225889604,fiona,3,flushing,40.76339,-73.82831,1,55,1,7,0.95,5,85
38124,30091592,best view near times square,16768238,julio adrian,2,hell's kitchen,40.75975,-73.9944,1,215,2,0,0.0,1,0
38125,30091823,cozy soho walk,122053964,madeline,2,soho,40.72355,-74.0032,0,200,2,0,0.0,1,0
38126,30092606,time square west double double room,224414117,gabriel,2,hell's kitchen,40.75665,-73.99838,1,129,1,18,2.4,30,140
38127,30093042,spacious 1br close subway,15823232,nicolas,1,crown heights,40.67698,-73.94414,1,99,2,2,0.29,3,78
38128,30093274,g,225889604,fiona,3,flushing,40.76548,-73.82764,1,82,1,2,0.31,5,85
38129,30093843,johns place,2286764,john,3,woodside,40.75542,-73.90716,0,125,3,14,2.05,1,42
38130,30094586,stay day two or totally you,41326201,crú,3,ridgewood,40.69845,-73.90838,1,150,1,14,1.89,1,89
38131,30094688,luxurious brooklyn office,225943653,oswin,1,bedford-stuyvesant,40.68515,-73.94743,0,151,1,1,0.13,1,179
38132,30094802,spacious 1 br lots sunlight,15823232,nicolas,1,crown heights,40.6773,-73.94465,1,99,2,1,0.6,3,84
38133,30096719,small studio historic clinton hill,188896,ellen,1,clinton hill,40.6887,-73.96668,0,98,1,32,4.1,2,257
38135,30101954,spacious bright bedroom modern apartment,57755572,georgia,1,greenpoint,40.73008,-73.96062,1,70,2,2,0.27,1,0
38136,30102118,huge two bedroom trendy greenpoint,5743700,joshua,1,greenpoint,40.72918,-73.95538,0,200,4,1,0.15,1,0
38139,30103232,welcome private love nest bushwick,9834068,toni,1,bushwick,40.69726,-73.91587,1,50,2,19,2.52,1,5
38140,30104692,quiet apartment easy access l jmz g lines,43089807,john,1,williamsburg,40.71318,-73.95876,0,149,2,20,2.8,1,263
38142,30105018,bushwick artist loft converted factory,226204224,allyson,1,bushwick,40.6991,-73.92338,1,50,1,7,0.93,1,0
38143,30105022,sunlit private room,126449349,john,2,lower east side,40.71436,-73.98856,1,80,1,6,0.77,2,151
38144,30105086,spacious bright west village studio,24524608,ali,2,west village,40.72975,-74.0042,0,170,2,9,1.37,1,19
38145,30105572,east village gem,951571,georgie,2,east village,40.72815,-73.98455,0,120,1,5,0.65,1,191
38146,30105773,entire 1br kitchen sleeping quarters,4361061,abrm,3,astoria,40.77298,-73.92461,0,70,1,1,0.16,2,2
38149,30106990,ny manhattan double room,224815152,hudson river hotel,2,hell's kitchen,40.75438,-73.99759,1,209,2,11,1.63,8,73
38150,30107009,g,225889604,fiona,3,flushing,40.76418,-73.8293,1,72,1,8,1.12,5,74
38151,30107262,quint brownstone private entrance spa site,226205088,robbin,2,harlem,40.80324,-73.94887,0,125,2,12,3.05,1,7
